"Variant","Transition","IssueKey","Rule","C0Line","VariantLine","Message"
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5T","java:S1488","5391","5395","Immediately return this expression instead of assigning it to the temporary variable ""setter""."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6d","java:S1940","4529","4533","Use the opposite operator (""<="") instead."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1i","java:S2447","2987","2991","Null is returned but a ""Boolean"" is expected."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1j","java:S2447","3005","3009","Null is returned but a ""Boolean"" is expected."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp00","java:S3776","695","696","Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2W","java:S3776","5540","5544","Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6B","java:S3776","610","611","Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6b","java:S3776","3765","3769","Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6i","java:S3776","4671","4675","Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6J","java:S3776","904","907","Refactor this method to reduce its Cognitive Complexity from 25 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6L","java:S3776","1072","1076","Refactor this method to reduce its Cognitive Complexity from 28 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6o","java:S3776","5736","5740","Refactor this method to reduce its Cognitive Complexity from 30 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6O","java:S3776","2170","2174","Refactor this method to reduce its Cognitive Complexity from 99 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6R","java:S3776","2458","2462","Refactor this method to reduce its Cognitive Complexity from 37 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6U","java:S3776","2740","2744","Refactor this method to reduce its Cognitive Complexity from 107 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6Z","java:S3776","3073","3077","Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaALJ3Ze1r5TurFMiGnG","java:S3776","3500","3504","Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaALJJ9gKije7nS94ke7","java:S3776","4068","4072","Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1l","java:S3878","2994","2998","Remove this array creation and simply pass the elements."
"C3","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1o","java:S3878","3000","3004","Remove this array creation and simply pass the elements."
"C3","RETAINED_FROM_C0","AaALC7_-41jXsmVCsseJ","java:S3878","3047","3051","Remove this array creation and simply pass the elements."
"C3","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6C","java:S6213","652","653","Rename this method to not match a restricted identifier."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EW","java:S106","","5495","Replace this use of System.err by a logger."
"C4","NEW_VS_C0","AaBJIMh7vHQDC_H9Co8I","java:S1066","","4096","Merge this if statement with the enclosing one."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxN","java:S108","","3002","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxO","java:S108","","3008","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C4","NEW_VS_C0","AaBJMbmQDiEd9r7Vsgw5","java:S1133","","346","Do not forget to remove this deprecated code someday."
"C4","NEW_VS_C0","AaBJMbmQDiEd9r7Vsgw6","java:S1135","","753","Complete the task associated to this TODO comment."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxS","java:S1155","","5730","Use isEmpty() to check whether the collection is empty or not."
"C4","NEW_VS_C0","AaBJLXceieAPpelvt7D-","java:S1192","","1248","Define a constant instead of duplicating this literal ""<init>"" 22 times."
"C4","NEW_VS_C0","AaBJLXceieAPpelvt7D_","java:S1192","","3574","Define a constant instead of duplicating this literal ""readObject"" 6 times."
"C4","NEW_VS_C0","AaBJLXceieAPpelvt7D9","java:S1192","","3346","Define a constant instead of duplicating this literal ""FieldFlags"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EA","java:S1192","","1454","Define a constant instead of duplicating this literal ""CopyKeyFieldsFromObjectId"" 5 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EB","java:S1192","","4814","Define a constant instead of duplicating this literal ""readExternalFields"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EC","java:S1192","","5045","Define a constant instead of duplicating this literal ""writeExternalFields"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7ED","java:S1192","","342","Define a constant instead of duplicating this literal ""$pcsubclass"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EE","java:S1192","","4776","Define a constant instead of duplicating this literal ""ReadUnmanaged"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EF","java:S1192","","3342","Define a constant instead of duplicating this literal ""FieldNames"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EG","java:S1192","","3111","Define a constant instead of duplicating this literal ""GetIDOwningClass"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EH","java:S1192","","4714","Define a constant instead of duplicating this literal ""readExternal"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EI","java:S1192","","4046","Define a constant instead of duplicating this literal ""<clinit>"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EJ","java:S1192","","2221","Define a constant instead of duplicating this literal ""getId"" 21 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EK","java:S1192","","2150","Define a constant instead of duplicating this literal ""NewObjectIdInstance"" 4 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EL","java:S1192","","4080","Define a constant instead of duplicating this literal ""clone"" 4 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EM","java:S1192","","3685","Define a constant instead of duplicating this literal ""SetDetachedState"" 4 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EN","java:S1192","","2365","Define a constant instead of duplicating this literal ""findField"" 4 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EO","java:S1192","","3344","Define a constant instead of duplicating this literal ""FieldTypes"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EP","java:S1192","","1469","Define a constant instead of duplicating this literal ""GetManagedFieldCount"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EQ","java:S1192","","1347","Define a constant instead of duplicating this literal ""ClearFields"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7ER","java:S1192","","2110","Define a constant instead of duplicating this literal ""CopyKeyFieldsToObjectId"" 4 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7ES","java:S1192","","4988","Define a constant instead of duplicating this literal ""WriteUnmanaged"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7ET","java:S1192","","4718","Define a constant instead of duplicating this literal ""writeExternal"" 3 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EU","java:S1192","","3556","Define a constant instead of duplicating this literal ""writeObject"" 6 times."
"C4","NEW_VS_C0","AaBJLXcfieAPpelvt7EV","java:S1192","","3818","Define a constant instead of duplicating this literal ""GetDetachedState"" 5 times."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxK","java:S1845","","4529","Rename method ""getfield"" to prevent any misunderstanding/clash with method ""getField""."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxP","java:S1905","","4652","Remove this unnecessary cast to ""String""."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxQ","java:S1905","","4666","Remove this unnecessary cast to ""String""."
"C4","NEW_VS_C0","AaBJMbmQDiEd9r7Vsgw7","java:S3878","","767","Remove this array creation and simply pass the elements."
"C4","NEW_VS_C0","AaBJJyuWYKx8-rumvjxM","java:S6213","","665","Rename this method to not match a restricted identifier."
"C4","NEW_VS_C0","AaBJMbmQDiEd9r7Vsgw0","java:S6355","","269","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C4","NEW_VS_C0","AaBJMbmQDiEd9r7Vsgw4","java:S6355","","345","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp2V","java:S106","5490","","Replace this use of System.err by a logger."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5R","java:S1066","4091","","Merge this if statement with the enclosing one."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz58","java:S108","186","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6W","java:S108","2997","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6Y","java:S108","3003","","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5_","java:S1133","344","","Do not forget to remove this deprecated code someday."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6G","java:S1135","749","","Complete the task associated to this TODO comment."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6I","java:S1155","818","","Use isEmpty() to check whether the collection is empty or not."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6n","java:S1155","5725","","Use isEmpty() to check whether the collection is empty or not."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0j","java:S116","198","","Rename this field ""_repos"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0k","java:S116","199","","Rename this field ""_meta"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0l","java:S116","200","","Rename this field ""_log"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0n","java:S116","219","","Rename this field ""_defCons"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0o","java:S116","222","","Rename this field ""_fail"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0q","java:S116","224","","Rename this field ""_dir"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0r","java:S116","225","","Rename this field ""_writer"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0t","java:S116","223","","Rename this field ""_violations"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz52","java:S116","226","","Rename this field ""_backingFields"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz53","java:S116","227","","Rename this field ""_attrsToFields"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz54","java:S116","228","","Rename this field ""_fieldsToAttrs"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz55","java:S116","233","","Rename this field ""_optimizeIdCopy"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaALJJ9gKije7nS94ker","java:S116","220","","Rename this field ""_redefine"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kes","java:S116","221","","Rename this field ""_subclass"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kew","java:S116","229","","Rename this field ""_isAlreadyRedefined"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaALJJ9gKije7nS94kex","java:S116","230","","Rename this field ""_isAlreadySubclassed"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaALJJ9gKije7nS94key","java:S116","231","","Rename this field ""_bcsConfigured"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaALOanhQulb_Xfn-xTw","java:S116","202","","Rename this field ""_addVersionInitFlag"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"C4","RESOLVED_FROM_C0","AaAKIzZERXPx87p8Mp0O","java:S1192","1243","","Define a constant instead of duplicating this literal ""<init>"" 22 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz50","java:S1192","3551","","Define a constant instead of duplicating this literal ""writeObject"" 6 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz51","java:S1192","3813","","Define a constant instead of duplicating this literal ""GetDetachedState"" 5 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5d","java:S1192","3341","","Define a constant instead of duplicating this literal ""FieldFlags"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5e","java:S1192","3569","","Define a constant instead of duplicating this literal ""readObject"" 6 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5f","java:S1192","1449","","Define a constant instead of duplicating this literal ""CopyKeyFieldsFromObjectId"" 5 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5g","java:S1192","4809","","Define a constant instead of duplicating this literal ""readExternalFields"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5h","java:S1192","5040","","Define a constant instead of duplicating this literal ""writeExternalFields"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5i","java:S1192","340","","Define a constant instead of duplicating this literal ""$pcsubclass"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5j","java:S1192","4771","","Define a constant instead of duplicating this literal ""ReadUnmanaged"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5k","java:S1192","3337","","Define a constant instead of duplicating this literal ""FieldNames"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5l","java:S1192","3106","","Define a constant instead of duplicating this literal ""GetIDOwningClass"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5m","java:S1192","4709","","Define a constant instead of duplicating this literal ""readExternal"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5n","java:S1192","4041","","Define a constant instead of duplicating this literal ""<clinit>"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5o","java:S1192","2216","","Define a constant instead of duplicating this literal ""getId"" 21 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5p","java:S1192","2145","","Define a constant instead of duplicating this literal ""NewObjectIdInstance"" 4 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5q","java:S1192","4075","","Define a constant instead of duplicating this literal ""clone"" 4 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5s","java:S1192","3680","","Define a constant instead of duplicating this literal ""SetDetachedState"" 4 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5t","java:S1192","2360","","Define a constant instead of duplicating this literal ""findField"" 4 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5u","java:S1192","3339","","Define a constant instead of duplicating this literal ""FieldTypes"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5v","java:S1192","1464","","Define a constant instead of duplicating this literal ""GetManagedFieldCount"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5w","java:S1192","1342","","Define a constant instead of duplicating this literal ""ClearFields"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5x","java:S1192","2105","","Define a constant instead of duplicating this literal ""CopyKeyFieldsToObjectId"" 4 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5y","java:S1192","4983","","Define a constant instead of duplicating this literal ""WriteUnmanaged"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5z","java:S1192","4713","","Define a constant instead of duplicating this literal ""writeExternal"" 3 times."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6E","java:S1659","705","","Declare ""setter"" on a separate line."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6F","java:S1659","706","","Declare ""assigned"" on a separate line."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6K","java:S1659","919","","Declare ""earlierInsn"" on a separate line."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz56","java:S1845","4524","","Rename method ""getfield"" to prevent any misunderstanding/clash with method ""getField""."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6g","java:S1905","4647","","Remove this unnecessary cast to ""String""."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6h","java:S1905","4661","","Remove this unnecessary cast to ""String""."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6H","java:S3878","763","","Remove this array creation and simply pass the elements."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz6D","java:S6213","663","","Rename this method to not match a restricted identifier."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz5-","java:S6355","343","","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C4","RESOLVED_FROM_C0","AaAleRvSmNh_xRbasz59","java:S6355","267","","Add 'since' and/or 'forRemoval' arguments to the @Deprecated annotation."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5a","java:S112","4917","4922","Replace generic exceptions with specific library exceptions or a custom exception."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6A","java:S1123","344","346","Add the missing @deprecated Javadoc tag."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6k","java:S1168","5710","5715","Return an empty collection instead of null."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6l","java:S1168","5715","5720","Return an empty collection instead of null."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6m","java:S1168","5722","5727","Return an empty collection instead of null."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6p","java:S1168","5743","5748","Return an empty array instead of null."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6q","java:S1168","5802","5807","Return an empty array instead of null."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6S","java:S1172","2458","2463","Remove this unused method parameter ""classNode""."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz57","java:S1181","168","168","Catch Exception instead of Throwable."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6a","java:S1181","3528","3533","Catch Exception instead of Throwable."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6V","java:S1181","2997","3002","Catch Exception instead of Throwable."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz6X","java:S1181","3003","3008","Catch Exception instead of Throwable."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5r","java:S1192","3770","3775","Define a constant instead of duplicating this literal ""FALSE"" 6 times."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5U","java:S1199","2102","2107","Extract this nested code block into a method."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5V","java:S1199","2112","2117","Extract this nested code block into a method."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5W","java:S1199","2122","2127","Extract this nested code block into a method."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5X","java:S1199","2132","2137","Extract this nested code block into a method."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5Y","java:S1199","2142","2147","Extract this nested code block into a method."
"C4","RETAINED_FROM_C0","AaAleRvSmNh_xRbasz5Z","java:S1199","2153","2158","Extract this nested code block into a method."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp0_","java:S125","1423","1428","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp10","java:S125","3715","3720","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp12","java:S125","3775","3780","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp13","java:S125","3802","3807","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp14","java:S125","3836","3841","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp15","java:S125","3858","3863","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp16","java:S125","3976","3981","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp17","java:S125","3901","3906","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp18","java:S125","4107","4112","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp19","java:S125","4128","4133","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1a","java:S125","2088","2093","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1A","java:S125","1438","1443","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1c","java:S125","2212","2217","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1d","java:S125","2228","2233","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1D","java:S125","1513","1518","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1G","java:S125","1575","1580","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1g","java:S125","2776","2781","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1K","java:S125","1703","1708","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1L","java:S125","1799","1804","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1M","java:S125","1808","1813","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1N","java:S125","1818","1823","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1P","java:S125","1929","1934","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1Q","java:S125","1960","1965","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1r","java:S125","3090","3095","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1R","java:S125","1985","1990","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1s","java:S125","3377","3382","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1t","java:S125","3386","3391","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1T","java:S125","1996","2001","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1U","java:S125","2014","2019","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1u","java:S125","3397","3402","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1v","java:S125","3408","3413","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1W","java:S125","2066","2071","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1w","java:S125","3421","3426","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1x","java:S125","3647","3652","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp1y","java:S125","3657","3662","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2B","java:S125","4326","4331","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2C","java:S125","4336","4341","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2D","java:S125","4343","4348","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2F","java:S125","4376","4381","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2G","java:S125","4399","4404","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2H","java:S125","4490","4495","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2I","java:S125","4508","4513","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2J","java:S125","4752","4757","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2K","java:S125","4766","4771","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2L","java:S125","4775","4780","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2M","java:S125","4787","4792","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2N","java:S125","4863","4868","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2P","java:S125","4931","4936","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2Q","java:S125","4967","4972","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2R","java:S125","4978","4983","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2S","java:S125","4989","4994","This block of commented-out lines of code should be removed."
"C4","RETAINED_FROM_C0","AaAKIzZERXPx87p8Mp2T","java:S125","5010","5015","This block of commented-out lines of code should be removed."
